delivery_id,order_id,expected_date,actual_date,delivery_status
611674,511674,2024-08-10,2024-08-10,On-time
611675,511675,2024-05-12,2024-05-12,On-time
611676,511676,2024-03-15,\N,Failed
611677,511677,2023-07-21,2023-07-22,On-time
611678,511678,2024-01-22,2024-01-21,On-time
611679,511679,2023-07-29,2023-07-28,On-time
611680,511680,2023-11-23,2023-11-28,Delayed
611681,511681,2024-07-21,2024-07-26,Delayed
611682,511682,2023-09-21,2023-09-21,On-time
611683,511683,2023-07-19,2023-07-20,On-time
611684,511684,2024-09-14,2024-09-13,On-time
611685,511685,2024-03-13,2024-03-12,On-time
611686,511686,2024-10-06,2024-10-11,Delayed
611687,511687,2024-02-11,2024-02-12,On-time
611688,511688,2023-08-16,2023-08-15,On-time
611689,511689,2023-12-09,2023-12-10,On-time
611690,511690,2024-05-30,\N,Failed
611691,511691,2023-09-25,2023-09-25,On-time
611692,511692,2024-05-14,2024-05-14,On-time
611693,511693,2023-10-14,2023-10-13,On-time
611694,511694,2024-01-12,2024-01-12,On-time
611695,511695,2024-06-02,\N,\N
611696,511696,2024-01-18,2024-01-21,Delayed
611697,511697,2024-07-04,2024-07-09,Delayed
611698,511698,2023-06-21,\N,Failed
611699,511699,2024-09-20,2024-09-21,On-time
611700,511700,2024-06-26,2024-06-25,On-time
611701,511701,2024-05-08,\N,Failed
611702,511702,2023-08-13,2023-08-13,On-time
611703,511703,2024-03-22,2024-03-23,On-time
611704,511704,2023-09-17,2023-09-19,Delayed
611705,511705,2023-06-16,2023-06-17,On-time
611706,511706,2024-01-03,2024-01-04,On-time
611707,511707,2024-02-18,2024-02-18,On-time
611708,511708,2023-10-08,2023-10-07,On-time
611709,511709,2024-07-18,2024-07-18,On-time
611710,511710,2024-05-27,2024-05-28,On-time
611711,511711,2024-02-22,2024-02-26,Delayed
611712,511712,2023-11-04,\N,\N
611713,511713,2024-06-07,2024-06-08,On-time
611714,511714,2024-01-15,2024-01-16,On-time
611715,511715,2024-02-24,2024-02-24,On-time
611716,511716,2024-02-08,\N,\N
611717,511717,2023-11-15,2023-11-17,Delayed
611718,511718,2024-02-12,2024-02-14,Delayed
611719,511719,2024-09-05,2024-09-07,Delayed
611720,511720,2024-02-19,2024-02-22,Delayed
611721,511721,2024-07-17,2024-07-17,On-time
611722,511722,2024-09-13,2024-09-12,On-time
611723,511723,2024-09-30,2024-10-01,On-time
611724,511724,2024-02-20,\N,Failed
611725,511725,2024-07-24,2024-07-23,On-time
611726,511726,2023-07-18,2023-07-18,On-time
611727,511727,2024-09-20,2024-09-24,Delayed
611728,511728,2023-11-05,\N,\N
611729,511729,2024-08-03,2024-08-03,On-time
611730,511730,2024-06-17,\N,Failed
611731,511731,2024-02-02,2024-02-02,On-time
611732,511732,2023-08-20,2023-08-20,On-time
611733,511733,2024-02-17,2024-02-17,On-time
611734,511734,2023-12-10,2023-12-11,On-time
611735,511735,2024-07-19,2024-07-19,On-time
611736,511736,2024-06-22,2024-06-22,On-time
611737,511737,2023-08-04,\N,\N
611738,511738,2024-06-30,2024-07-02,Delayed
611739,511739,2024-02-16,2024-02-17,On-time
611740,511740,2024-02-03,2024-02-02,On-time
611741,511741,2024-06-07,2024-06-10,Delayed
611742,511742,2024-08-14,2024-08-13,On-time
611743,511743,2024-09-29,2024-09-30,On-time
611744,511744,2023-07-03,2023-07-07,Delayed
611745,511745,2024-09-18,\N,\N
611746,511746,2024-09-25,2024-09-26,On-time
611747,511747,2023-08-06,2023-08-07,On-time
611748,511748,2024-08-16,2024-08-22,Delayed
611749,511749,2023-08-31,2023-08-31,On-time
611750,511750,2023-10-23,2023-10-27,Delayed
611751,511751,2024-09-15,\N,Failed
611752,511752,2024-08-11,2024-08-17,Delayed
611753,511753,2023-09-14,2023-09-13,On-time
611754,511754,2023-09-05,2023-09-05,On-time
611755,511755,2023-08-31,2023-09-01,On-time
611756,511756,2024-03-17,2024-03-16,On-time
611757,511757,2024-05-15,2024-05-15,On-time
611758,511758,2023-08-18,2023-08-17,On-time
611759,511759,2023-11-21,2023-11-21,On-time
611760,511760,2023-10-09,2023-10-10,On-time
611761,511761,2023-07-04,2023-07-04,On-time
611762,511762,2023-07-07,2023-07-07,On-time
611763,511763,2024-06-06,2024-06-07,On-time
611764,511764,2023-06-06,2023-06-05,On-time
611765,511765,2024-09-25,2024-09-30,Delayed
611766,511766,2024-01-22,2024-01-23,On-time
611767,511767,2023-12-07,2023-12-06,On-time
611768,511768,2024-05-01,\N,\N
611769,511769,2024-03-20,2024-03-19,On-time
611770,511770,2023-08-09,2023-08-15,Delayed
611771,511771,2023-10-17,2023-10-17,On-time
611772,511772,2023-11-24,2023-11-23,On-time
611773,511773,2024-04-06,2024-04-11,Delayed
611774,511774,2024-09-27,2024-09-26,On-time
611775,511775,2023-07-23,2023-07-23,On-time
611776,511776,2023-06-24,2023-06-25,On-time
611777,511777,2024-02-15,2024-02-14,On-time
611778,511778,2024-08-25,2024-08-24,On-time
611779,511779,2024-07-10,2024-07-11,On-time
611780,511780,2023-06-08,\N,\N
611781,511781,2024-07-05,\N,\N
611782,511782,2024-05-20,\N,Failed
611783,511783,2023-09-03,\N,Failed
611784,511784,2023-10-25,2023-10-24,On-time
611785,511785,2024-06-02,2024-06-05,Delayed
611786,511786,2024-02-02,2024-02-03,On-time
611787,511787,2024-07-28,2024-07-28,On-time
611788,511788,2024-02-28,2024-03-03,Delayed
611789,511789,2024-09-18,2024-09-19,On-time
611790,511790,2024-10-03,2024-10-02,On-time
611791,511791,2024-05-07,2024-05-06,On-time
611792,511792,2024-09-16,2024-09-17,On-time
611793,511793,2023-09-29,2023-10-01,Delayed
611794,511794,2023-06-22,2023-06-22,On-time
611795,511795,2024-04-28,2024-04-28,On-time
611796,511796,2024-01-11,2024-01-14,Delayed
611797,511797,2024-05-04,2024-05-03,On-time
611798,511798,2023-12-23,2023-12-22,On-time
611799,511799,2024-05-16,2024-05-16,On-time
611800,511800,2023-06-23,2023-06-24,On-time
611801,511801,2024-02-10,\N,\N
611802,511802,2023-12-23,2023-12-24,On-time
611803,511803,2024-08-13,2024-08-14,On-time
611804,511804,2024-03-01,2024-03-01,On-time
611805,511805,2024-04-30,\N,Failed
611806,511806,2023-07-18,\N,\N
611807,511807,2023-10-23,2023-10-24,On-time
611808,511808,2023-08-28,2023-08-28,On-time
611809,511809,2024-01-11,2024-01-16,Delayed
611810,511810,2024-02-04,2024-02-05,On-time
611811,511811,2023-11-20,2023-11-25,Delayed
611812,511812,2024-03-06,2024-03-06,On-time
611813,511813,2024-06-28,2024-06-28,On-time
611814,511814,2024-06-19,2024-06-19,On-time
611815,511815,2023-09-23,2023-09-24,On-time
611816,511816,2023-08-13,\N,\N
611817,511817,2023-08-22,2023-08-21,On-time
611818,511818,2023-10-13,2023-10-12,On-time
611819,511819,2023-06-16,2023-06-16,On-time
611820,511820,2023-11-19,2023-11-20,On-time
611821,511821,2024-05-22,2024-05-22,On-time
611822,511822,2023-08-23,2023-08-22,On-time
611823,511823,2023-08-14,2023-08-14,On-time
611824,511824,2023-12-05,2023-12-07,Delayed
611825,511825,2024-04-17,\N,Failed
611826,511826,2023-09-05,2023-09-10,Delayed
611827,511827,2024-01-26,2024-01-27,On-time
611828,511828,2024-07-25,2024-07-25,On-time
611829,511829,2023-09-02,2023-09-06,Delayed
611830,511830,2024-04-18,2024-04-17,On-time
611831,511831,2024-06-28,2024-06-27,On-time
611832,511832,2024-01-27,2024-01-26,On-time
611833,511833,2024-07-19,2024-07-22,Delayed
611834,511834,2024-07-10,2024-07-11,On-time
611835,511835,2024-03-13,2024-03-13,On-time
611836,511836,2024-01-04,2024-01-04,On-time
611837,511837,2024-09-02,2024-09-04,Delayed
611838,511838,2024-07-28,2024-07-31,Delayed
611839,511839,2024-09-11,2024-09-14,Delayed
611840,511840,2024-04-05,2024-04-04,On-time
611841,511841,2024-06-16,2024-06-18,Delayed
611842,511842,2023-10-20,2023-10-23,Delayed
611843,511843,2023-06-06,2023-06-10,Delayed
611844,511844,2023-08-07,\N,Failed
611845,511845,2024-04-21,\N,Failed
611846,511846,2023-09-28,2023-09-27,On-time
611847,511847,2024-08-17,2024-08-20,Delayed
611848,511848,2024-02-04,2024-02-10,Delayed
611849,511849,2024-04-14,\N,Failed
611850,511850,2024-06-10,2024-06-11,On-time
611851,511851,2023-06-06,2023-06-05,On-time
611852,511852,2023-09-18,2023-09-22,Delayed
611853,511853,2024-09-30,2024-10-05,Delayed
611854,511854,2024-07-18,\N,Failed
611855,511855,2024-04-29,2024-04-30,On-time
611856,511856,2024-05-08,2024-05-09,On-time
611857,511857,2024-04-07,2024-04-13,Delayed
611858,511858,2024-08-05,2024-08-04,On-time
611859,511859,2024-06-11,2024-06-12,On-time
611860,511860,2023-10-01,2023-10-02,On-time
611861,511861,2024-05-02,\N,\N
611862,511862,2023-12-04,2023-12-04,On-time
611863,511863,2024-03-08,2024-03-09,On-time
611864,511864,2024-06-03,2024-06-02,On-time
611865,511865,2024-01-19,2024-01-25,Delayed
611866,511866,2024-01-01,2023-12-31,On-time
611867,511867,2023-07-31,2023-07-31,On-time
611868,511868,2024-04-01,2024-03-31,On-time
611869,511869,2023-07-11,2023-07-12,On-time
611870,511870,2023-08-26,2023-08-28,Delayed
611871,511871,2024-06-26,2024-06-26,On-time
611872,511872,2023-11-22,2023-11-28,Delayed
611873,511873,2024-06-22,2024-06-21,On-time
611874,511874,2024-04-18,2024-04-17,On-time
611875,511875,2023-09-06,2023-09-07,On-time
611876,511876,2024-06-08,2024-06-08,On-time
611877,511877,2023-10-29,2023-10-28,On-time
611878,511878,2024-03-05,2024-03-06,On-time
611879,511879,2023-10-01,2023-09-30,On-time
611880,511880,2024-02-26,2024-02-26,On-time
611881,511881,2024-08-28,2024-08-30,Delayed
611882,511882,2024-06-21,2024-06-21,On-time
611883,511883,2023-08-21,2023-08-22,On-time
611884,511884,2024-04-03,2024-04-04,On-time
611885,511885,2024-09-03,2024-09-09,Delayed
611886,511886,2023-09-13,2023-09-16,Delayed
611887,511887,2023-06-07,2023-06-06,On-time
611888,511888,2024-05-14,2024-05-14,On-time
611889,511889,2023-06-10,2023-06-11,On-time
611890,511890,2024-04-30,2024-05-01,On-time
611891,511891,2023-09-10,2023-09-16,Delayed
611892,511892,2024-10-05,2024-10-04,On-time
611893,511893,2023-07-28,2023-07-29,On-time
611894,511894,2023-11-12,2023-11-12,On-time
611895,511895,2023-08-31,2023-09-01,On-time
611896,511896,2024-01-21,2024-01-22,On-time
611897,511897,2023-08-04,2023-08-03,On-time
611898,511898,2023-08-02,\N,\N
611899,511899,2024-02-07,2024-02-07,On-time
611900,511900,2024-08-18,\N,\N
611901,511901,2024-06-17,2024-06-20,Delayed
611902,511902,2024-04-13,2024-04-14,On-time
611903,511903,2024-02-11,2024-02-10,On-time
611904,511904,2023-10-14,\N,\N
611905,511905,2023-11-07,2023-11-06,On-time
611906,511906,2024-06-08,2024-06-12,Delayed
611907,511907,2024-05-29,2024-05-28,On-time
611908,511908,2024-05-06,\N,Failed
611909,511909,2023-11-03,2023-11-04,On-time
611910,511910,2023-08-01,2023-08-05,Delayed
611911,511911,2023-09-30,2023-10-01,On-time
611912,511912,2024-09-15,2024-09-19,Delayed
611913,511913,2024-04-25,2024-04-25,On-time
611914,511914,2023-12-30,\N,\N
611915,511915,2024-08-28,2024-09-02,Delayed
611916,511916,2024-05-09,2024-05-10,On-time
611917,511917,2023-12-13,2023-12-13,On-time
611918,511918,2023-07-29,2023-07-30,On-time
611919,511919,2023-10-05,2023-10-05,On-time
611920,511920,2024-09-19,2024-09-19,On-time
611921,511921,2023-07-09,2023-07-09,On-time
611922,511922,2024-03-25,2024-03-26,On-time
611923,511923,2023-11-12,2023-11-11,On-time
611924,511924,2023-06-15,2023-06-21,Delayed
611925,511925,2023-11-18,2023-11-17,On-time
611926,511926,2023-07-15,2023-07-18,Delayed
611927,511927,2024-02-26,2024-02-28,Delayed
611928,511928,2024-03-01,2024-03-02,On-time
611929,511929,2023-12-12,2023-12-12,On-time
611930,511930,2023-12-06,2023-12-07,On-time
611931,511931,2024-06-03,\N,\N
611932,511932,2024-04-12,2024-04-13,On-time
611933,511933,2024-02-27,2024-03-03,Delayed
611934,511934,2024-05-20,2024-05-19,On-time
611935,511935,2023-11-21,\N,\N
611936,511936,2024-03-10,\N,\N
611937,511937,2024-03-30,2024-04-02,Delayed
611938,511938,2024-09-08,2024-09-08,On-time
611939,511939,2024-04-11,2024-04-10,On-time
611940,511940,2023-06-26,2023-06-25,On-time
611941,511941,2024-04-27,2024-04-27,On-time
611942,511942,2024-02-10,2024-02-09,On-time
611943,511943,2024-05-19,2024-05-25,Delayed
611944,511944,2024-02-21,2024-02-24,Delayed
611945,511945,2023-11-25,2023-11-28,Delayed
611946,511946,2024-03-27,2024-03-27,On-time
611947,511947,2024-01-27,2024-01-27,On-time
611948,511948,2024-02-22,2024-02-22,On-time
611949,511949,2023-06-18,2023-06-19,On-time
611950,511950,2024-06-11,\N,Failed
611951,511951,2024-01-16,2024-01-17,On-time
611952,511952,2024-03-11,2024-03-16,Delayed
611953,511953,2024-03-14,\N,Failed
611954,511954,2023-10-27,2023-10-27,On-time
611955,511955,2024-09-25,2024-09-25,On-time
611956,511956,2023-10-16,\N,Failed
611957,511957,2023-10-17,2023-10-16,On-time
611958,511958,2023-12-13,2023-12-13,On-time
611959,511959,2024-01-07,2024-01-08,On-time
611960,511960,2023-10-30,2023-10-29,On-time
611961,511961,2024-05-29,2024-05-29,On-time
611962,511962,2024-10-06,2024-10-05,On-time
611963,511963,2023-11-07,2023-11-12,Delayed
611964,511964,2024-01-26,2024-01-25,On-time
611965,511965,2023-08-22,2023-08-24,Delayed
611966,511966,2023-06-09,2023-06-08,On-time
611967,511967,2024-04-04,2024-04-04,On-time
611968,511968,2023-08-05,\N,Failed
611969,511969,2024-07-03,\N,\N
611970,511970,2023-10-03,2023-10-04,On-time
611971,511971,2024-08-22,2024-08-23,On-time
611972,511972,2024-02-12,2024-02-13,On-time
611973,511973,2024-06-17,2024-06-16,On-time
611974,511974,2023-08-22,2023-08-23,On-time
611975,511975,2023-12-09,2023-12-08,On-time
611976,511976,2024-02-03,\N,\N
611977,511977,2024-07-15,2024-07-14,On-time
611978,511978,2024-07-05,2024-07-10,Delayed
611979,511979,2023-06-17,2023-06-16,On-time
611980,511980,2024-03-24,2024-03-28,Delayed
611981,511981,2023-10-27,2023-10-27,On-time
611982,511982,2023-10-21,2023-10-23,Delayed
611983,511983,2024-03-14,2024-03-20,Delayed
611984,511984,2024-02-06,2024-02-12,Delayed
611985,511985,2023-07-06,2023-07-12,Delayed
611986,511986,2024-07-01,2024-07-05,Delayed
611987,511987,2023-08-17,2023-08-16,On-time
611988,511988,2024-07-27,2024-07-27,On-time
611989,511989,2024-02-12,2024-02-12,On-time
611990,511990,2024-08-14,2024-08-18,Delayed
611991,511991,2024-06-29,2024-07-02,Delayed
611992,511992,2024-03-20,2024-03-21,On-time
611993,511993,2023-09-11,2023-09-16,Delayed
611994,511994,2024-08-23,2024-08-22,On-time
611995,511995,2024-07-10,2024-07-10,On-time
611996,511996,2024-05-08,\N,Failed
611997,511997,2024-04-13,\N,Failed
611998,511998,2024-08-05,2024-08-05,On-time
611999,511999,2024-08-18,2024-08-17,On-time
612000,512000,2023-12-20,2023-12-22,Delayed
612001,512001,2023-08-08,2023-08-08,On-time
612002,512002,2024-02-23,2024-02-22,On-time
612003,512003,2024-01-30,2024-01-30,On-time
612004,512004,2024-05-03,2024-05-09,Delayed
612005,512005,2023-07-21,2023-07-22,On-time
612006,512006,2024-09-13,2024-09-17,Delayed
612007,512007,2024-08-18,2024-08-17,On-time
612008,512008,2024-01-26,2024-01-25,On-time
612009,512009,2024-02-11,2024-02-10,On-time
612010,512010,2023-07-09,2023-07-08,On-time
612011,512011,2023-09-04,2023-09-05,On-time
612012,512012,2024-04-18,2024-04-23,Delayed
612013,512013,2024-08-15,2024-08-15,On-time
612014,512014,2023-08-18,2023-08-24,Delayed
612015,512015,2024-04-10,\N,Failed
612016,512016,2023-12-07,2023-12-07,On-time
612017,512017,2024-01-11,\N,\N
612018,512018,2024-02-22,\N,\N
612019,512019,2024-08-05,2024-08-05,On-time
612020,512020,2023-08-24,2023-08-25,On-time
612021,512021,2023-11-04,2023-11-04,On-time
612022,512022,2023-08-04,2023-08-06,Delayed
612023,512023,2024-04-08,2024-04-07,On-time
612024,512024,2024-06-06,2024-06-05,On-time
612025,512025,2023-07-06,2023-07-11,Delayed
612026,512026,2024-02-12,2024-02-11,On-time
612027,512027,2023-12-07,2023-12-09,Delayed
612028,512028,2023-08-02,2023-08-01,On-time
612029,512029,2023-09-22,2023-09-25,Delayed
612030,512030,2024-02-01,2024-02-01,On-time
612031,512031,2024-04-21,2024-04-20,On-time
612032,512032,2024-04-12,2024-04-13,On-time
612033,512033,2023-11-26,2023-11-25,On-time
612034,512034,2024-06-20,2024-06-21,On-time
612035,512035,2023-07-22,2023-07-24,Delayed
612036,512036,2023-07-31,2023-08-06,Delayed
612037,512037,2024-08-21,\N,Failed
612038,512038,2023-11-07,2023-11-12,Delayed
612039,512039,2024-08-27,2024-08-26,On-time
612040,512040,2024-08-14,2024-08-15,On-time
612041,512041,2024-05-27,\N,\N
612042,512042,2023-09-01,2023-09-02,On-time
612043,512043,2023-07-27,2023-07-26,On-time
612044,512044,2024-06-03,2024-06-03,On-time
612045,512045,2023-06-24,2023-06-25,On-time
612046,512046,2024-07-16,2024-07-20,Delayed
612047,512047,2023-12-17,2023-12-18,On-time
612048,512048,2024-05-14,\N,\N
612049,512049,2024-03-21,\N,Failed
612050,512050,2023-08-31,2023-09-06,Delayed
612051,512051,2024-06-11,2024-06-11,On-time
612052,512052,2024-01-26,2024-01-27,On-time
612053,512053,2023-10-28,2023-10-28,On-time
612054,512054,2024-04-19,\N,\N
612055,512055,2023-12-30,2024-01-03,Delayed
612056,512056,2023-10-16,2023-10-22,Delayed
612057,512057,2023-07-10,2023-07-11,On-time
612058,512058,2023-11-23,2023-11-22,On-time
612059,512059,2024-08-15,2024-08-20,Delayed
612060,512060,2024-03-20,2024-03-20,On-time
612061,512061,2024-01-05,2024-01-06,On-time
612062,512062,2024-06-18,2024-06-19,On-time
612063,512063,2024-09-07,2024-09-08,On-time
612064,512064,2024-01-10,2024-01-11,On-time
612065,512065,2024-08-28,2024-08-27,On-time
612066,512066,2024-03-05,2024-03-04,On-time
612067,512067,2023-09-30,2023-10-01,On-time
612068,512068,2023-09-14,2023-09-13,On-time
612069,512069,2024-01-21,2024-01-21,On-time
612070,512070,2024-04-29,\N,Failed
612071,512071,2023-09-21,2023-09-27,Delayed
612072,512072,2023-08-16,2023-08-16,On-time
612073,512073,2023-07-08,2023-07-14,Delayed
612074,512074,2024-04-22,\N,Failed
612075,512075,2024-02-25,2024-03-02,Delayed
612076,512076,2024-06-14,2024-06-20,Delayed
612077,512077,2023-08-25,2023-08-25,On-time
612078,512078,2024-03-22,2024-03-23,On-time
612079,512079,2024-06-27,2024-07-02,Delayed
612080,512080,2023-06-25,2023-06-24,On-time
612081,512081,2024-07-07,2024-07-07,On-time
612082,512082,2024-09-09,2024-09-08,On-time
612083,512083,2023-09-27,2023-09-26,On-time
612084,512084,2024-06-28,\N,Failed
612085,512085,2024-04-25,2024-04-25,On-time
612086,512086,2023-06-30,2023-07-01,On-time
612087,512087,2024-01-27,2024-01-30,Delayed
612088,512088,2024-03-16,2024-03-17,On-time
612089,512089,2023-11-08,2023-11-13,Delayed
612090,512090,2023-11-06,\N,\N
612091,512091,2024-08-16,2024-08-17,On-time
612092,512092,2023-12-24,2023-12-25,On-time
612093,512093,2024-06-27,2024-06-26,On-time
612094,512094,2023-07-28,2023-07-28,On-time
612095,512095,2023-08-07,2023-08-13,Delayed
612096,512096,2024-02-11,2024-02-12,On-time
612097,512097,2024-04-13,2024-04-14,On-time
612098,512098,2024-07-04,2024-07-05,On-time
612099,512099,2024-07-16,2024-07-18,Delayed
612100,512100,2024-02-03,2024-02-03,On-time
612101,512101,2023-12-01,\N,Failed
612102,512102,2024-01-26,2024-01-26,On-time
612103,512103,2023-12-19,\N,Failed
612104,512104,2024-09-11,2024-09-17,Delayed
612105,512105,2023-08-22,2023-08-27,Delayed
612106,512106,2023-09-01,2023-09-01,On-time
612107,512107,2023-11-21,2023-11-20,On-time
612108,512108,2024-02-18,\N,\N
612109,512109,2023-11-04,2023-11-05,On-time
612110,512110,2023-09-28,2023-10-01,Delayed
612111,512111,2024-07-20,2024-07-22,Delayed
612112,512112,2024-01-31,2024-01-30,On-time
612113,512113,2023-10-31,2023-10-30,On-time
612114,512114,2024-04-10,2024-04-15,Delayed
612115,512115,2023-10-05,2023-10-04,On-time
612116,512116,2023-10-15,\N,Failed
612117,512117,2024-07-19,\N,Failed
612118,512118,2024-06-03,2024-06-04,On-time
612119,512119,2023-11-09,2023-11-10,On-time
612120,512120,2024-07-02,2024-07-02,On-time
612121,512121,2023-08-29,2023-08-30,On-time
612122,512122,2023-11-12,\N,Failed
612123,512123,2024-07-04,2024-07-05,On-time
612124,512124,2024-02-20,\N,\N
612125,512125,2024-05-28,\N,Failed
612126,512126,2023-10-02,\N,\N
612127,512127,2024-01-07,2024-01-08,On-time
612128,512128,2023-09-06,2023-09-06,On-time
612129,512129,2024-03-27,\N,Failed
612130,512130,2023-11-29,2023-11-29,On-time
612131,512131,2023-11-27,\N,\N
612132,512132,2023-07-13,2023-07-13,On-time
612133,512133,2024-09-07,2024-09-06,On-time
612134,512134,2023-11-05,2023-11-04,On-time
612135,512135,2023-06-25,2023-06-26,On-time
612136,512136,2023-08-19,2023-08-20,On-time
612137,512137,2024-05-03,2024-05-09,Delayed
612138,512138,2023-06-11,2023-06-11,On-time
612139,512139,2024-04-07,2024-04-08,On-time
612140,512140,2023-08-28,2023-08-28,On-time
612141,512141,2024-02-05,2024-02-11,Delayed
612142,512142,2023-07-24,2023-07-25,On-time
612143,512143,2024-02-27,2024-02-28,On-time
612144,512144,2023-08-05,2023-08-04,On-time
612145,512145,2024-09-21,2024-09-25,Delayed
612146,512146,2023-11-02,2023-11-02,On-time
612147,512147,2024-04-16,2024-04-17,On-time
612148,512148,2024-05-11,2024-05-10,On-time
612149,512149,2023-10-06,\N,Failed
612150,512150,2023-08-04,2023-08-04,On-time
612151,512151,2024-01-13,2024-01-19,Delayed
612152,512152,2023-06-06,2023-06-06,On-time
612153,512153,2024-08-14,2024-08-15,On-time
612154,512154,2023-07-26,2023-07-28,Delayed
612155,512155,2024-02-24,2024-02-23,On-time
612156,512156,2024-09-12,2024-09-14,Delayed
612157,512157,2024-02-20,2024-02-20,On-time
612158,512158,2024-09-11,2024-09-10,On-time
612159,512159,2023-12-30,2023-12-30,On-time
612160,512160,2024-07-19,2024-07-20,On-time
612161,512161,2024-08-08,\N,\N
612162,512162,2023-12-19,2023-12-18,On-time
612163,512163,2024-04-17,2024-04-23,Delayed
612164,512164,2024-06-14,2024-06-19,Delayed
612165,512165,2024-02-24,2024-02-23,On-time
612166,512166,2023-08-19,2023-08-19,On-time
612167,512167,2023-10-23,2023-10-22,On-time
612168,512168,2024-08-09,2024-08-08,On-time
612169,512169,2023-12-22,2023-12-25,Delayed
612170,512170,2023-10-19,\N,Failed
612171,512171,2024-04-28,2024-04-29,On-time
612172,512172,2023-09-07,2023-09-08,On-time
612173,512173,2024-02-15,\N,\N
612174,512174,2024-03-30,\N,Failed
612175,512175,2023-10-31,2023-10-31,On-time
612176,512176,2023-12-13,2023-12-12,On-time
612177,512177,2023-06-06,2023-06-07,On-time
612178,512178,2024-04-10,2024-04-11,On-time
612179,512179,2024-06-17,2024-06-18,On-time
612180,512180,2024-03-05,2024-03-05,On-time
612181,512181,2024-08-01,2024-08-01,On-time
612182,512182,2024-06-29,2024-06-30,On-time
612183,512183,2024-10-07,2024-10-08,On-time
612184,512184,2024-05-20,2024-05-24,Delayed
612185,512185,2024-05-04,2024-05-04,On-time
612186,512186,2023-12-20,2023-12-23,Delayed
612187,512187,2024-01-07,2024-01-08,On-time
612188,512188,2023-11-19,2023-11-19,On-time
612189,512189,2024-06-15,\N,\N
612190,512190,2023-09-15,2023-09-14,On-time
612191,512191,2024-02-22,2024-02-21,On-time
612192,512192,2024-08-27,\N,\N
612193,512193,2024-05-03,2024-05-02,On-time
612194,512194,2023-11-22,2023-11-25,Delayed
612195,512195,2024-07-24,2024-07-25,On-time
612196,512196,2024-05-07,2024-05-08,On-time
612197,512197,2024-07-21,2024-07-21,On-time
612198,512198,2023-06-27,2023-06-28,On-time
612199,512199,2023-08-10,2023-08-14,Delayed
612200,512200,2024-02-23,2024-02-23,On-time
612201,512201,2023-06-16,2023-06-15,On-time
612202,512202,2024-05-13,2024-05-18,Delayed
612203,512203,2024-09-10,2024-09-13,Delayed
612204,512204,2023-06-27,2023-06-27,On-time
612205,512205,2023-12-20,2023-12-19,On-time
612206,512206,2024-03-11,2024-03-11,On-time
612207,512207,2023-08-12,2023-08-11,On-time
612208,512208,2023-06-17,2023-06-16,On-time
612209,512209,2023-12-23,2023-12-24,On-time
612210,512210,2023-06-24,\N,Failed
612211,512211,2023-12-07,2023-12-10,Delayed
612212,512212,2023-09-20,\N,\N
612213,512213,2024-04-16,2024-04-15,On-time
612214,512214,2023-12-02,2023-12-06,Delayed
612215,512215,2024-01-30,2024-01-29,On-time
612216,512216,2024-07-18,2024-07-21,Delayed
612217,512217,2023-08-23,2023-08-23,On-time
612218,512218,2023-11-01,2023-10-31,On-time
612219,512219,2024-09-06,2024-09-10,Delayed
612220,512220,2023-06-18,2023-06-18,On-time
612221,512221,2023-07-01,\N,Failed
612222,512222,2024-06-27,2024-06-28,On-time
612223,512223,2024-08-11,2024-08-12,On-time
612224,512224,2023-10-21,2023-10-27,Delayed
612225,512225,2023-08-30,2023-08-30,On-time
612226,512226,2024-07-06,2024-07-12,Delayed
612227,512227,2023-08-24,2023-08-24,On-time
612228,512228,2024-08-03,2024-08-04,On-time
612229,512229,2024-04-03,\N,Failed
612230,512230,2024-07-12,2024-07-11,On-time
612231,512231,2023-10-02,2023-10-01,On-time
612232,512232,2024-06-25,2024-06-26,On-time
612233,512233,2023-06-22,2023-06-22,On-time
612234,512234,2023-10-01,2023-10-02,On-time
612235,512235,2023-12-21,2023-12-22,On-time
612236,512236,2023-12-26,2023-12-26,On-time
612237,512237,2023-06-11,2023-06-10,On-time
612238,512238,2024-06-13,2024-06-13,On-time
612239,512239,2024-02-10,2024-02-11,On-time
612240,512240,2024-02-23,2024-02-24,On-time
612241,512241,2024-06-08,2024-06-14,Delayed
612242,512242,2024-01-27,2024-01-26,On-time
612243,512243,2024-07-18,2024-07-18,On-time
612244,512244,2023-06-12,2023-06-12,On-time
612245,512245,2023-11-02,2023-11-01,On-time
612246,512246,2023-10-27,2023-10-27,On-time
612247,512247,2023-10-02,2023-10-06,Delayed
612248,512248,2024-03-03,2024-03-03,On-time
612249,512249,2024-03-27,\N,\N
612250,512250,2024-08-28,2024-08-29,On-time
612251,512251,2023-07-17,2023-07-19,Delayed
612252,512252,2024-04-07,2024-04-06,On-time
612253,512253,2023-06-29,2023-06-28,On-time
612254,512254,2024-09-01,2024-09-01,On-time
612255,512255,2023-12-26,2023-12-28,Delayed
612256,512256,2024-05-15,2024-05-14,On-time
612257,512257,2023-06-19,2023-06-19,On-time
612258,512258,2023-09-28,2023-09-28,On-time
612259,512259,2023-08-21,\N,\N
612260,512260,2023-11-10,\N,Failed
612261,512261,2024-07-26,\N,Failed
612262,512262,2023-06-25,2023-06-29,Delayed
612263,512263,2023-12-09,2023-12-15,Delayed
612264,512264,2023-08-19,2023-08-20,On-time
612265,512265,2023-10-27,2023-10-28,On-time
